Peptide,002-00001 v3,002-00005 v3,002-00007 v3,002-00014 v3,002-00031 v3,002-00036 v3,002-00037 v3,002-00040 v3,004-00003 v2,004-00006 v3,004-00008 v3,004-00009 v3,004-00016 v3,004-00017 v2,004-00024 v3,004-00025 v3,002-00003 v3,002-00008 v3,002-00012 v3,002-00016 v3,002-00018 v3,002-00021 v4,002-00022 v4,002-00024 v2,002-00028 v4,002-00029 v3,002-00035 v3,004-00012 v2,004-00022 v3,004-00028 v2,004-00030 v2
Peptide_087,1828.56,1939.22,2872.89,1911.56,1307.56,3724.22,1258.89,4476.89,6823.22,3977.89,1992.56,4680.89,2606.56,893.22,4043.89,2589.89,2773.89,1860.89,2305.56,802.89,1995.22,360.22,1328.22,2331.89,1206.56,1848.89,1219.56,2556.89,3943.22,1220.56,2735.22
Peptide_088,1842.72,1948.72,2686.06,1663.39,1110.72,2152.39,1089.06,3108.06,4868.72,4147.39,2070.39,4478.06,2505.72,717.72,3850.06,2240.72,2604.39,1734.06,1973.06,813.72,1767.06,285.39,2267.06,1371.89,1213.72,1841.72,1186.72,2773.06,3208.06,1119.06,2578.72
Peptide_089,2274.94,2151.61,3584.61,2234.61,1489.94,2423.94,1337.28,3560.61,5936.28,4462.94,2577.28,4960.61,3094.94,1024.28,4111.28,2949.61,3925.94,2538.94,3120.61,1012.61,2159.28,263.61,1373.94,1645.94,1343.28,2399.61,1314.94,2898.94,3828.28,1655.28,2509.94
Peptide_090,2912.00,3486.00,4289.33,2562.33,1613.33,4996.33,2096.67,5769.00,11235.00,7440.33,3411.33,7138.67,6056.67,1630.00,12468.67,4330.00,4731.00,3225.00,3275.00,1261.33,3157.67,338.67,1466.67,2253.00,1574.33,3219.00,1684.67,4332.67,6514.33,5592.00,4186.33
Peptide_091,1842.50,1375.17,3042.50,2146.17,1233.17,1496.50,1185.83,2740.50,4381.50,3897.17,2223.83,4684.17,1707.50,577.50,2306.83,1898.83,3215.50,2231.83,3001.50,779.17,1618.17,250.17,1119.50,1286.00,1209.83,2255.50,1038.83,2410.83,2637.17,691.83,1846.50
Peptide_092,3800.00,3820.33,4989.00,2787.00,1888.33,4682.33,2051.33,6126.00,9167.33,8162.67,3920.67,9799.67,5642.33,1515.67,10995.33,3565.00,5088.33,2964.00,10647.00,1321.33,3957.33,425.00,1818.67,3396.67,2070.33,3034.00,1953.00,4606.33,6467.33,2842.00,7885.00
Peptide_093,1276.39,741.39,5198.06,838.06,796.06,875.39,738.06,2044.39,2231.06,3125.72,1453.06,2819.06,1017.72,300.39,2529.72,667.06,1147.39,996.39,1434.39,408.72,961.72,172.72,1110.39,814.06,1801.39,1257.39,612.72,1104.06,5799.06,470.39,1039.39
Peptide_094,1669.78,1580.44,3083.11,2050.78,1137.44,1706.11,718.11,3081.11,4439.78,3655.11,1950.11,4471.78,2005.11,735.44,2616.11,2105.44,3271.44,2195.11,2558.11,815.78,1740.44,290.11,1176.78,1997.11,1151.44,1864.78,994.44,2091.11,3187.44,769.44,2013.11
Peptide_095,1832.67,840.00,3229.00,2497.67,1586.00,1292.00,1163.00,3622.00,5397.67,3891.33,2585.00,5861.00,1691.33,500.33,1206.33,1959.00,3109.33,2008.33,3649.00,754.67,1740.33,226.00,1286.67,1968.00,1345.00,2156.00,1029.00,2203.33,1832.00,454.67,1211.67
Peptide_096,1371.72,1335.39,2244.39,1731.72,1032.39,1840.72,752.56,3052.39,4699.39,3559.39,1957.72,4192.06,1997.72,655.72,2510.72,2023.39,2237.39,1665.06,1981.72,766.06,1604.39,280.06,1171.72,1278.06,1020.06,1556.72,953.39,2160.72,2987.39,817.06,1782.06
Peptide_097,1482.44,1309.11,3028.11,2128.11,1351.44,1677.78,829.78,3345.44,5795.78,4144.11,2455.78,4254.78,2400.11,811.11,2081.11,2230.78,2985.11,1891.44,2991.44,849.11,1723.78,274.11,1196.78,1299.78,1297.78,2321.78,1140.11,2345.11,3164.78,812.44,2003.78
Peptide_098,782.33,724.67,1016.33,645.67,502.67,1000.33,748.33,2403.00,2468.67,2348.00,998.00,1818.33,842.33,283.00,867.33,1001.00,901.00,646.00,861.67,302.00,539.00,142.33,774.33,504.67,648.33,844.67,451.33,1236.00,1177.00,700.33,1348.33
Peptide_099,1231.81,1444.14,1980.47,1309.14,931.14,3577.14,958.81,4001.47,5164.81,3129.47,1447.14,3087.47,1827.14,623.81,2245.14,1922.14,1939.14,1242.81,1765.47,591.14,1215.47,271.47,1019.81,997.47,990.47,1280.47,812.14,1892.81,2787.47,702.14,1634.14
Peptide_100,1183.81,1250.81,1860.47,1231.81,800.81,1518.14,810.47,2381.14,3058.81,2524.81,1236.14,2831.81,1672.81,611.47,2290.47,1834.81,2000.81,1288.81,1775.81,595.81,1125.14,262.47,920.81,797.14,823.14,1095.81,721.81,1741.14,2875.81,690.47,1683.81
Peptide_101,4183.00,4930.67,5214.33,2997.33,2562.33,4217.67,2313.67,4925.33,8899.00,12067.33,5223.33,11918.00,12840.67,2606.00,21627.00,5293.33,6833.67,3231.33,3541.00,1608.00,4644.00,560.67,1686.00,4370.00,2954.67,4406.67,2446.33,6814.00,11284.67,7282.67,15984.00
Peptide_102,1613.28,1915.61,2829.61,1921.61,1181.61,2550.28,1161.28,3089.28,4263.61,3366.61,1691.61,4153.61,2398.28,762.94,3658.94,2277.61,2905.28,1837.28,2388.28,741.61,1524.94,304.28,1366.61,1520.28,959.61,1717.94,1081.94,2253.61,4024.61,1364.28,2957.94
Peptide_103,2245.06,2549.06,3196.72,2213.72,1337.06,2782.06,1285.39,3651.06,6014.06,5359.72,2307.06,5711.06,4289.06,1232.39,6575.06,2863.72,3589.72,2098.06,2078.39,964.72,1984.06,338.39,1284.39,1864.72,1356.72,2241.06,1265.06,3017.39,5328.39,2965.72,5404.06
Peptide_104,2953.28,3865.61,4220.94,2660.28,1366.61,3831.61,1153.94,5060.94,8056.61,9665.61,4187.61,9614.28,5640.94,1540.61,12467.28,3748.61,4501.28,2584.61,2334.61,1291.94,3368.94,498.94,4376.28,3135.94,1979.61,2625.61,1787.28,6014.61,7092.61,3220.94,6514.28
Peptide_105,2558.89,3014.56,3532.56,2183.56,1651.89,2927.89,1800.22,4099.56,6287.89,5605.22,2599.56,7775.56,4566.56,1385.56,6111.56,3078.56,4145.22,2282.89,2357.56,1075.56,2463.56,357.89,1172.56,2567.56,1579.89,2463.56,1632.56,3097.22,5233.89,3464.22,5329.89
Peptide_106,2755.94,3271.61,3486.61,2296.94,1346.94,3695.61,1700.94,5004.28,7558.28,7066.94,3120.28,7845.61,6495.61,1345.61,10203.94,3167.61,4162.94,2339.61,1957.94,1034.61,2917.61,457.94,2677.94,3270.94,1774.28,2127.94,1703.28,4469.28,6456.61,4016.94,7075.94
Peptide_107,2914.94,2869.61,3542.61,2098.28,1252.94,4165.94,1779.94,5442.94,9042.28,7792.28,3498.28,8064.94,9253.94,1371.28,10061.94,3166.61,4177.61,1947.94,1428.28,1112.94,3854.28,452.61,2057.61,2975.28,2052.28,2026.28,1963.28,4636.61,5690.28,2643.28,7293.94
Peptide_108,2799.89,3548.56,4435.22,2722.56,1890.56,5686.56,2069.22,6570.89,12205.89,8916.22,4192.56,9003.56,7050.22,1544.22,10566.22,4004.56,4825.89,2857.89,2350.56,1378.89,4775.56,400.56,1728.89,3974.89,1801.89,3040.56,2443.89,4337.56,8377.56,3333.89,6920.56
Peptide_109,2976.00,3159.67,5057.00,2167.33,1570.67,6157.00,1796.00,7776.33,12041.33,7700.67,3462.67,7807.00,4908.67,1403.33,9890.67,3995.33,3773.33,2388.00,2346.33,1184.33,3418.33,430.33,1918.67,2033.17,1791.00,2534.00,1832.00,4167.00,5697.00,2727.33,5150.67
Peptide_110,1135.64,1151.64,1730.64,1076.64,815.31,1899.31,1093.64,3593.97,4584.31,3365.31,1655.64,2948.64,1387.97,446.64,1732.97,1497.31,1585.31,1130.31,1518.64,535.31,1090.97,232.31,1135.64,802.64,916.97,1119.31,736.97,1674.31,1906.31,693.97,1322.31
Peptide_111,1249.28,1271.61,1989.94,1346.61,941.28,1464.61,864.28,2690.28,4106.61,2931.28,1633.28,2805.28,1823.94,640.61,2478.61,1802.61,1995.94,1327.28,1722.61,610.61,1189.28,246.94,1088.28,894.78,953.28,1300.28,819.94,1981.94,3094.94,733.28,1573.94
Peptide_112,1580.83,1581.50,2438.50,1738.50,910.83,1710.17,907.83,2705.83,3388.50,2562.83,1287.83,2772.83,1686.17,606.17,2673.17,1843.17,2865.17,1646.83,1824.17,654.50,1348.50,267.17,1024.50,1279.67,868.83,1547.17,825.50,1765.50,2999.50,879.50,1863.83
Peptide_113,2258.89,2969.56,3593.22,2329.89,1223.22,5857.89,1276.22,9105.22,9022.89,3503.22,1614.22,3250.89,2190.89,821.56,4485.22,2378.89,4394.89,2225.22,2292.89,714.89,2128.56,409.89,2063.56,2768.56,1176.89,1987.56,1208.89,2387.89,4428.22,36321.56,2518.22
Peptide_114,2387.67,3046.00,3407.67,2197.00,1162.67,4745.00,1518.00,9425.67,7295.33,3173.33,1460.67,2843.67,2431.33,772.00,4214.33,1985.33,4118.00,2136.67,7137.67,615.33,2019.67,423.00,2239.67,2573.00,1096.67,1803.33,1131.00,2304.00,4756.67,1922.00,2619.67
Peptide_115,3631.78,3866.11,4723.11,2922.78,1590.44,7569.11,2113.11,12503.78,11650.11,5228.11,2530.78,4889.44,3362.78,1260.11,5966.44,3290.44,5552.78,3229.78,2835.11,874.11,3097.44,381.78,2289.78,3718.11,1561.11,2931.44,1622.44,2699.78,5236.78,2159.44,3091.78
Peptide_116,1696.17,1479.17,2915.83,2123.83,1307.17,1528.50,1056.17,2707.83,3856.50,3178.50,1932.50,4588.50,2154.83,653.83,2579.50,2018.83,3181.83,2127.50,2686.17,918.50,1638.83,247.50,1067.50,2005.50,994.17,2406.83,1024.83,2218.50,3437.83,871.50,2171.83
Peptide_117,1783.67,1675.67,2901.33,1734.67,1150.00,1779.00,1079.00,2841.67,4013.67,3370.67,1907.00,4770.33,2165.67,775.00,2835.33,2235.00,3284.00,2175.67,2446.33,823.67,1794.00,278.00,1143.00,2194.67,1037.67,1839.67,997.33,2226.00,3585.67,912.67,2223.67
Peptide_118,2140.56,2217.22,3266.22,2378.56,1353.89,3064.89,1403.89,4544.56,6550.89,4478.56,2278.56,5584.56,2973.22,1067.56,4850.22,2711.56,3899.89,2479.56,2460.89,1017.22,2174.89,347.89,1231.56,2865.56,1263.89,1909.22,1391.22,2709.56,4910.56,1784.56,3668.56
Peptide_119,2204.89,2197.89,3282.89,2131.89,1393.22,3557.56,1217.06,4590.56,7678.22,5489.89,2542.22,5887.56,5190.22,1265.22,6518.22,2741.89,3623.89,2031.56,1842.22,995.22,2488.89,330.22,1339.22,2901.89,1509.56,1940.22,1569.22,3013.56,7595.06,2641.89,4471.56
Peptide_120,2133.83,2363.83,3304.17,2269.83,1618.50,4006.50,1761.17,4970.83,7616.83,6381.17,2835.50,7095.83,4451.50,1207.50,7752.83,3023.83,3898.17,2255.17,2132.50,1118.17,2768.17,419.83,1706.50,2262.83,1524.17,2399.50,1921.50,3259.50,5573.17,3166.17,5654.83
Peptide_121,3076.11,3450.78,5064.78,2528.78,1604.44,8303.11,1971.11,8735.44,13890.78,9275.11,3636.44,8544.78,5970.78,1465.78,12204.78,3469.78,4653.44,2402.44,2222.44,1212.11,2985.78,486.11,2650.78,2827.61,1811.11,2461.11,2075.78,4426.44,10232.61,6662.44,8049.11
Peptide_122,2837.89,3540.89,3970.56,2234.22,11280.22,7290.22,1521.89,13703.89,12369.89,3575.22,1791.56,4375.22,2894.89,865.56,4036.56,2291.56,4724.22,2105.89,2117.22,802.22,1920.56,331.89,1363.56,3445.56,1122.56,1719.89,1560.56,2095.56,5653.89,2702.22,2874.22
Peptide_123,1661.72,2170.06,2493.06,1542.06,1263.39,3491.06,1030.72,4939.39,5607.39,2927.39,1442.72,3058.06,1834.72,650.72,2964.06,1938.39,2802.72,1567.72,1799.72,644.06,1451.06,319.06,1180.39,1940.06,927.39,1287.39,901.72,1907.06,3525.06,1142.39,1980.06
Peptide_124,2276.97,2985.97,3801.97,1844.97,1425.31,9432.64,1774.64,7134.97,11166.31,4167.97,2291.97,4389.31,2390.64,806.97,4214.31,2931.97,4348.64,2684.31,2536.31,710.31,1833.31,371.97,1414.97,1589.14,1384.31,2031.31,853.64,2314.31,3807.64,1388.31,3099.97
Peptide_125,1335.00,1697.67,2022.00,1145.00,717.00,4004.33,943.67,4130.67,6333.00,3270.00,1381.00,2920.00,1680.33,667.67,2975.67,2125.33,1781.00,1361.33,1362.00,480.67,1239.33,296.00,1095.00,1245.67,724.33,1210.00,887.00,1657.33,2415.33,1168.67,1593.67
Peptide_126,1571.44,1316.44,2304.44,1576.11,1062.78,1696.78,688.11,3197.78,4591.78,3655.78,1920.44,3397.44,1995.11,694.11,2268.78,2158.78,2310.44,1833.78,2181.11,740.44,1701.11,217.78,1256.78,1214.78,1074.44,1750.78,988.44,2219.44,3810.44,858.44,2035.44
Peptide_127,1956.89,1973.89,2956.56,2029.56,1216.89,2979.22,1144.56,3966.22,5871.56,4084.56,2103.22,4792.22,2803.89,997.56,3431.22,2589.89,3342.22,2091.56,2164.22,911.56,2074.89,309.89,1138.56,2334.89,1212.22,1964.22,1175.89,2392.89,4229.56,1278.89,3012.22
Peptide_128,2908.06,2991.72,3939.06,2438.72,1432.39,6336.72,1538.06,7623.72,11428.06,6016.39,2827.72,7244.06,4211.39,1179.72,6815.06,3217.72,3965.06,2722.72,2462.72,1002.39,3116.72,374.72,1988.39,3200.72,1432.72,2406.06,1696.72,3265.72,5399.39,15247.06,4002.39
Peptide_129,1926.78,1521.11,2676.78,1761.11,1237.78,1585.44,1131.78,3019.44,5090.44,4563.11,2401.44,5158.78,2654.11,866.44,3104.78,2375.78,2814.11,1979.78,2959.11,874.78,1779.44,286.44,1191.78,1821.78,1227.11,1901.11,1094.78,2632.11,3397.11,1130.44,2614.78
Peptide_130,1379.11,1056.78,1827.78,1203.44,975.44,1558.44,985.44,3836.44,5067.44,3622.11,2015.44,3611.44,1723.78,518.11,1291.78,1613.44,1758.78,1292.78,2456.78,719.11,1322.11,235.78,958.11,1184.11,993.11,1414.44,829.44,2039.11,2473.11,455.78,1153.11
Peptide_131,1993.00,2350.67,3693.33,8333.33,1374.00,5518.33,1503.67,8015.00,11006.67,4726.00,2363.33,5498.33,4035.33,985.00,4760.00,2520.67,3800.00,2159.00,2096.33,913.33,2711.67,365.67,1546.67,2585.33,1325.67,1702.67,1375.00,2638.00,4149.33,1427.67,3080.00
Peptide_132,1467.44,1285.44,2281.78,8021.11,1279.11,1891.78,1223.78,3242.78,4634.11,3760.11,1966.44,4598.78,2083.44,792.11,3967.44,1961.11,2515.44,1621.44,2037.11,835.78,1779.11,293.11,1724.78,1415.94,1056.78,1542.11,1043.78,2166.11,2895.78,725.44,1964.44
Peptide_133,3575.50,3276.17,4543.17,8251.50,1761.83,6885.50,2600.50,8514.50,12130.50,6872.83,2763.50,6820.17,3546.17,1483.83,8561.17,3759.50,4287.17,2639.50,2609.83,1129.17,3925.83,511.50,2479.17,4275.83,1817.50,2243.50,1987.17,3185.50,3921.50,3369.17,4702.83
Peptide_134,3465.22,2713.89,4499.89,2353.22,1901.56,3722.22,1899.56,5159.22,8370.89,8615.56,4375.56,10879.89,5161.89,1260.22,9522.56,3790.89,4928.22,2976.22,3587.22,1395.22,4342.56,472.89,1889.89,2889.56,2509.89,3494.89,2170.89,4043.56,4502.56,1833.56,5887.56
Peptide_135,3549.33,3456.00,3733.33,1931.00,1663.00,3202.00,1816.67,4604.33,6484.67,8993.00,3462.33,9093.33,7441.33,1555.00,9920.00,2851.67,4365.67,1893.00,2129.67,1324.67,4009.67,485.00,1690.67,2754.67,2500.33,2925.67,1849.67,4311.67,5355.00,2382.67,9345.33
Peptide_136,2064.50,2469.83,2827.83,1772.17,1278.17,2455.83,1204.50,3257.83,4571.17,5238.83,2193.17,5180.50,4550.83,1129.83,6991.50,2466.50,3244.17,1714.83,1880.83,866.17,2300.50,317.83,1776.50,2654.17,1405.50,2232.83,1297.17,3324.17,5024.50,2398.17,6120.50
Peptide_137,1481.28,1566.94,2331.61,1723.61,1024.61,2142.61,889.94,3054.28,4145.94,3136.94,1534.61,3380.94,2298.28,751.28,2940.28,2080.94,2947.28,1533.61,1926.94,703.94,1373.61,291.61,1089.28,1886.94,931.61,1641.28,965.61,2192.61,3647.94,1152.94,2443.61
Peptide_138,2875.72,2874.06,3573.72,2288.39,1352.06,5221.39,1560.72,6386.06,9076.06,7024.06,3007.06,7059.06,5075.39,1170.39,9294.72,2855.39,4088.39,2100.06,1815.39,972.39,2685.72,457.39,1725.06,2720.72,1736.72,2301.39,1556.72,3199.72,5543.06,2949.39,6880.06
Peptide_139,2628.50,2363.83,3265.83,2083.83,1437.17,2803.17,1257.50,4056.50,5160.17,5401.83,2593.83,6282.17,2763.83,709.83,3711.17,2150.17,3862.50,2097.83,2170.17,859.83,2305.17,311.17,1170.17,2121.83,1773.83,2483.50,1383.50,2519.50,3286.83,1573.83,4277.50
Peptide_140,1366.94,1035.94,2219.28,1406.28,909.28,1196.94,786.61,2506.28,3541.61,2983.94,1802.61,3330.28,1218.28,384.61,1648.28,1359.94,2285.28,1618.28,2069.61,596.28,1200.28,232.28,1156.28,1226.28,972.28,1741.61,780.61,1589.28,1726.94,493.94,1129.61
Peptide_141,1859.17,1300.17,1806.17,1415.50,816.83,1643.17,1052.50,5351.17,4131.83,4142.83,1645.50,2897.17,1573.50,589.17,1904.17,1797.83,2080.50,1393.50,1723.50,630.50,1153.50,240.83,1430.17,1265.83,983.17,1162.83,787.50,9360.83,2076.83,680.83,1476.50
Peptide_142,1597.67,1632.00,2239.33,1345.33,775.33,2134.00,992.00,5876.00,4318.67,3782.33,1323.33,3091.67,1518.00,604.33,2636.00,1640.33,1952.00,1501.33,1605.67,579.00,1508.67,299.00,1751.33,1481.33,1267.00,1026.67,771.00,60414.00,2033.00,848.33,2090.00
Peptide_143,1462.94,1598.61,2662.61,1998.94,1145.28,2935.94,1303.61,4235.28,6264.61,3891.28,2297.94,4972.28,2419.28,786.28,3835.28,2330.61,2849.94,2010.61,2253.61,854.61,1880.94,312.28,1407.28,1781.11,1080.61,1727.28,1215.61,2226.94,3867.94,1185.28,2606.94
Peptide_144,1536.28,1713.61,2789.61,2050.61,1201.28,2707.94,1274.61,3863.94,5046.61,3492.61,1805.28,4464.61,2374.61,829.28,4225.61,2874.94,2862.94,1786.28,2133.28,793.28,2302.61,374.28,1746.28,1981.94,1077.28,1522.28,1034.28,2445.61,4137.28,1073.28,2582.94
Peptide_145,2126.50,2317.17,3303.83,2211.17,1468.83,3901.83,1527.50,4873.50,7047.17,4666.83,2214.17,5686.50,3075.50,960.50,4674.83,2822.83,3534.50,2058.17,2344.17,916.17,2548.83,329.17,1369.17,2591.50,1367.17,2167.50,1462.50,2743.17,4574.83,1511.17,3357.17
Peptide_146,3917.39,4502.06,5878.72,3246.06,2324.72,5297.72,2381.06,6087.39,10029.72,8474.06,4354.06,11401.72,7951.06,2087.06,16001.72,4949.39,6560.72,3128.72,3142.39,1721.39,5052.39,567.72,1888.39,4299.06,2585.39,3920.39,2519.39,6014.06,9202.72,4503.06,11320.06
